sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,cost_overrun_pct,overrun_flag,overrun_ratio
RAILWAYS,4TH LINE - BHILAI-BHILAI NAGAR (8.8 KM) (PB#72/NR/2022-23) - [N22000575,169.06,,177.34,0.02,,0,0.04897669466461612
RAILWAYS,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI - [N22000579,167.64,,167.64,,,0,0.0
RAILWAYS,CHIRIMIRI-NAGPUR HALT - [N22000616,241.0,,241.0,,,0,0.0
RAILWAYS,4TH LINE - BHATAPARA-HATHBAND (8.8 KM) (PB#72/NR/2022- 23) - [N22000574,177.03,,177.03,0.21,,0,0.0
RAILWAYS,SHIMOGA-SHIKARIPURA-RANEBENNUR (UMBRELLA WORK PB#23/2018-19/NR) - [N22000559,1453.73,,994.47,53.8,,0,-0.31591836173154575
RAILWAYS,SATNA - REWA (50 KM) - [N22000554,500.0,,500.0,,,0,0.0
RAILWAYS,NEW BG LINE INTERSECTION (5 NOS) BETWEEN GERATPUR- SANAND & BOTAD-AHMEDABAD (16.51 KM) (PB#29/NR/202 - [N22000551,437.21,,437.21,,,0,0.0
RAILWAYS,ADRAJ MOTI-VIAJAPUR (39.75 KM) - [N22000548,296.54,,296.54,,,0,0.0
RAILWAYS,2,4.0,,5.0,6.0,,0,0.25
RAILWAYS,NATHDWARA-NEW NATHDWARA NEW LINE ( MM OF AJMER- CHITTAURGARH-UDAIPUR) - [N22000623,166.33,,166.33,32.28,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,"CONSTRUCTION OF 4 LANE WITH PAVED SHOULDER FROM (DESIGN CH. 14+200 TO 24+400), (DESIGN CH. 35+300 TO - [N24001998",832.46,,823.46,252.09,,0,-0.010811330274127284
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 134.95 TO KM - [N24001899,395.25,,395.25,165.41,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 49.150 TO KM - [N24001900,796.97,,796.97,353.94,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM DESIGN CHAINAGE KM 162.800 TO KM - [N24002119,562.45,,562.45,8.68,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS 5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH - [N24001916,314.67,,314.67,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS-5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH - [N24001915,230.54,,230.54,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 102 TO KM 13 - [N24001897,642.24,,642.24,370.71,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 30.000 TO K - [N24001898,272.49,,272.49,146.77,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF REALIGNMENT BETWEEN PANDRASS- PASHKYUN (TOTAL LENGTH 27.10 KM) ON ROAD ZOZILA- KARGIL - [N24001999,426.14,,426.14,27.99,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,4 LANE WITH PAVED SHOULDER FROM KM 0.000 TO KM 51.119 OF TADIPATRI TO MUDDANUR OF NH67 - [N24001935,724.17,,724.17,321.81,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF KALWAHAN-MANDI SECTION (KM 208.950 TO KM 2 - [N24001470,314.32,,314.32,9.45,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABLITATION AND UPGRADATION OF AMBOLI JUNCTION (DESIGN CH. 71+530) TO AJARA (DESIGN CH.100+835) SE - [N24001881,574.0,,574.0,574.0,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 77.95 TO KM 117.56 (PACKAGE - [N24001291,421.48,,421.48,365.83,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING TO 4 LANE FROM KM 51.60 TO 76.20 (HEBRI TO PARKALA) AND FROM KM 85.20 TO 88.90 (KARAVALI JU - [N24001948,355.72,,355.72,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,,0,0.25
ROAD TRANSPORT AND HIGHWAYS,WIDENING AND STRENGTHENING OF SECTION FROM BHARTHANA CHOWK TO KODARKOOT (KM. 0.00 TO KM. 40.00) OF - [N24001587,262.37,,343.77,193.78,,0,0.31024888516217547
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION OF JAMKHED TO SAUTADA SECTION OF NH548 D (FROM KM 195.375 TO KM 208.7 - [N24001910,157.62,,157.62,13.86,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING AND STRENGTHENING TO TWO LANE WITH PAVED SHOULDER/TWO LANE+ PAVED SHOULDER WITH SERVICE ROA - [N24001924,514.22,,514.22,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,44 LANE DIVIDED CARRIAGEWAY OF BARMER BYPASS OF NH- 15 (NEW NH-68) IN THE STATE OF RAJASTHAN ON EPC M - [N24001529,451.66,,451.66,401.78,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,DEVELOPMENT TO 4/6-LANNING OF NH-31 (NEW NH-10) WITH BOTH SIDE SERVICE ROADS FROM KM 569.258 TO KM 5 - [N24001850,995.04,,995.04,194.48,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 4-LANE GREEN FIELD HIGHWAY FROM KM. 35.000 TO KM. 49.155 OF NH-731A WITH PAVED SHOUL - [N24001929,697.66,,697.66,213.01,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 4-LANE HIGHWAY WITH PAVED SHOULDERS FROM KM 49.155 TO KM 74.700 OF NH-731A ON HYBRID - [N24002032,1156.72,,1156.72,119.26,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UP-GRADATION OF JINTUR- SHIRAD SHAHAPUR SECTION KM 258.300 TO KM 306.300 [DESIGN - [N24001885,414.81,,414.81,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF BYPASS TO KHORDHA TOWN FROM KM 294/000 TO 300/300 ON NH-57 INCLUDING LA IN THE STATE - [N24001861,157.49,,157.49,59.2,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 117.56 TO KM 163.59 (PACKAGE - [N24001292,543.05,,543.05,567.92,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,IMPROVEMENT AND UPGRADATION TO TWO LANE WITH PAVED SHOULDER CONFIGURATION FROM EXISTING KM 90.00 TO - [N24002015,403.36,,403.36,37.5,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF BYPASS TO GUDIYATHAM TOWN IN KM 23/100 – 29/250 INCLUDING LA AND SHIFTING OF NH-234 - [N24001828,221.03,,243.95,114.24,,0,0.10369633081482146
ROAD TRANSPORT AND HIGHWAYS,2L+PS FOR WORK OF NH-325 (BALOTRA TO SANDERAO VIA JALORE) BY CONSTRUCTION OF BYPASSES:(1) ASOTRA- BR - [N24001527,411.4,,411.4,143.61,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,"REHABILITATION AND UPGRADATION OF KURWAI– MUNGAOLI–CHANDERI ROAD SECTION OF NH-346, FROM DESIGN CHAIN - [N24001965",386.49,,386.49,86.72,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,2L+PS FROM KM. 0+000 TO KM. 32+000 (MUDIGUBBA TO PUTTAPARTHI) OF NH-342 - [N24001932,401.72,,401.72,161.11,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 2-LANE MAJOR BRIDGE INCLUDING APPROACHESOVER BRAHMAPUTRA BETWEEN MAJULI ON NORTH BAN - [N24001408,925.47,,925.47,321.15,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,R/U TO 2-LANE WITH PS OF BEWAR TO ALLAHGANJ SECTION OF NH-730C FROM KM.0.00 TO 52.770 UNDER GNHCP - [N24001471,325.24,,325.24,171.46,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,,0,0.25
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION OF BHOKARDAN TO KUMBHARI FATA DESIGN CH. (KM 13+500 TO 17+00) AND RAJ - [N24001887,291.37,,291.37,102.94,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDER NORTHERN BYPASS PHASE-II OF KOTA CITY FROM DESIGN CHAINAG - [N24001928,317.74,,317.74,136.23,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION OF PARLI TO SIRSALA SECTION OF NH-361F (KM 136+700 TO 115+000) (LENGT - [N24001890,261.82,,261.82,70.59,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING AND STRENGTHENING OF EXISTING PAVEEMNT TO TWO LANE WITH PAVED SHOULDERS FROM KM 116.00 TO K - [N24001923,315.21,,315.21,59.59,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION and WIDENING OF JHARKHEDA- BERASIA - DHOLKHEDI FROM DESIGN KM 0+000 TO KM 87+900 (DESIGN - [N24001964,365.21,,365.21,136.44,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,4 LANING OF BATHALAPALLI TO MUDIGUBBA SECTION (DESIGN CHAINAGE KM. 96.300 TO 129.300) INCLUDING BATH - [N24001931,536.0,,536.0,393.48,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UP-GRADATION TO 2 LANE WITH PAVED SHOULDER FROM CHARBHUJA AT DESIGN KM 0.00 (EXISTING KM 150.00) TO - [N24001927,838.43,,838.43,142.87,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,4-LANING OF ITANAGAR TO BANDARDEWA SECTION OF NH- 415 FROM KM 51+700 TO KM 59+199 (PACKAGE-C) ON EPC - [N24001374,437.6,,437.6,345.59,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,KOPARGAON TO SAVALI VIHIR SECTION - [N24001904,195.38,,195.38,29.59,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING AND IMPROVEMENT OF EXISTING CARRIAGE WAY TO 2 LANE WITH PAVED SHOULDERS FROM KM. 86/160 TO - [N24002002,423.48,,423.48,198.05,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,NH-30-BHADRACHALAM TO KONTA SECTION 2LPS - [N24001953,388.71,,388.71,108.69,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING OF EXISTING SINGLE LANE ROAD TO INTERMEDIATE LANE ROAD FROM MOKOKCHUNG TO CHARE VIA DIKHU I - [N24001855,192.93,,192.93,41.69,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION OF JIRAPUR-SUSNER-MP-RJ B - [N24002018,239.72,232.0,232.22,110.11,,0,-0.03128650091773736
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION OF EXHISTING 2 LANE FLEXIBLE PAVEMENT TO 2 LANE PAVED SHOULDERS RIGID PAVEMENT FROM DESI - [N24001908,167.97,,167.97,35.28,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,"WIDENING AND STRENGTHENING FROM KM.15.000 TO KM, 58.600 (BHADEWARA -DRAMANDGANJ SECTION) OF NATIONAL - [N24001478",257.97,,257.97,132.48,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING TO EXISTING SINGLE LANE /INTERMEDIATE LANE TO 2 LANE FROM KM185.00 TO KM 220.00 OF NH-61 (N - [N24001466,297.24,,297.24,99.24,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER HIGHWAY FROM DESIGN CH.0.000 TO CH.49.2OO OF NH-731B ON - [N24001996,640.18,,640.18,253.09,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 206.66 TO KM 247.05 (PACKAGE - [N24001293,486.7,,486.7,474.23,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,,0,0.25
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF OTTANCHATRAM TO PALANI SECTION FROM KM 30/700 TO KM 55/000 OF NH 209(NEW NH-83) INCLU - [N24001829,172.15,,172.15,43.59,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING OF PACHPADRA-BAGUNDI SECTION TO 4 LANE FROM KM 73/60 TO 95/70 OF NH-25 ON EPC MODE IN THE - [N24001528,194.88,,194.88,104.69,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 4 LANE ELEVATED VIADUCT AT KM. 7.500 MUNSHI PULIA OF NH-24A - [N24001460,170.6,,170.6,153.04,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF SHOHRATGARH BYPASS ON NH-730 UNDER EPC MODE IN THE STATE OF UTTAR PRADESH - [N24001997,189.31,,189.31,46.36,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION TO TWO LANE PAVED SHOULDER OF KOTHUN-LALSOT-KAROLI-DHOLPUR ROAD NH-23 (OLD NH- 11B) IN TH - [N24001530,150.11,,150.11,56.33,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION OF SHIRAPUR JUNCTION TO SHIVAJI CHOWK (DESIGN CHAINAGE KM. 130+00 TO - [N24001892,245.61,,245.61,43.39,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,4 LANE FROM KM 56.400 TO KM 120.300 FROM B.KOTHAPALLI JUNCTION TO GORANTLA OF NH 716G - [N24001959,839.98,,839.98,173.32,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF MARIAHU BYPASS WITH FOUR LANE PAVED SHOULDER CONFIGURATION (KM.53.540 TO KM.59.200) - [N24002115,438.24,,438.24,151.35,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION AND REHABILITATION TO TWO LANE WITH PAVED SHOULDER OF BARMER GHAGARIYA SECTION FROM KM 0 - [N24001531,304.87,,304.87,289.31,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,Sagwara Bypass and Garhi- Partapur Bypass of NH- 927A in the State of Rajasthan. - [N24001868,187.65,,187.65,66.57,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 0/000 TO KM 79/300 OF KALWAKURTHY - KOLLAPUR SECTI - [N24002007,886.69,,886.69,90.46,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,IMPROVEMENT OF 2 LANE WITH PAVED SHOULDER OF STRETCH FROM BIKRAMGANJ DAWATH MELAYABAGH NAWANAGR -DUM - [N24002133,178.63,,178.63,34.1,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 163.59 TO KM 206.66 (PACKAGE - [N24001297,450.65,,450.65,361.48,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF JASRA BYPASS WITH FOUR LANE PAVED SHOULDER CONFIGURATION FROM KM. 379.670 ON NH-76 ( - [N24002120,274.06,,274.06,41.24,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 40.00 TO KM 75.00 (EXISTING CHAINAGES) OF MANGALOR - [N24002012,718.52,,718.52,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION OF NASRULLAGANI-REHTI-BUDHNI SCCTION TO 2-LANE WITH PAVED SHOULDER FROM KM 0+150 TO KM - [N24001963,305.12,,305.12,73.56,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING AND STRENGTHENING/RECONSTRUCTION TO TWO LANE WITH PAVED SHOULDER/ TWO LANE WITH PAVED SHOUL - [N24001925,423.18,,423.18,0.11,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION OF DINDORI-SAGARTOLA-KABICHABUTRA (MP-CG BORDER) SECTION OF NH -45 FROM KM 0+00(DESIGN) - [N24002019,329.14,319.0,319.09,87.66,,0,-0.03053411921978493
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,,0,0.25
ROAD TRANSPORT AND HIGHWAYS,"CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER FOR FATEHPUR BYPASS, MANDAWA BYPASS AND JHUNJHUNU BYPAS - [N24001866",186.29,,186.29,142.69,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING AND STRENGTHENING TO 2L+PS INCLUDING LA OF KANDARPUR-BALIKUDA FROM KM 277/500 TO 318/970 OF - [N24001858,499.79,,499.79,218.62,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,"WIDENING TO 2 LANES WITH PAVED SHOULDERS FROM KM 24.400 TO 27.270, 40.500 TO 41.900, 84.300 TO 88.20 - [N24001946",218.93,,218.93,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UP-GRADATION OF MUDKHED TO NANDED SECTION FROM KM. 372+000 TO KM 388+400 OF NH 16 - [N24001903,206.54,,206.54,21.36,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,NH167AD FROM MACHERLA TO DACHEPALLI FROM KM.0.000 TO 43.659 TO 2LPS - [N24001951,403.22,,403.22,262.08,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION OF SATANA TO MANGRUL (CHANDWAD) SECTION OF NH752 G DESIGN CH: KM 64.0 - [N24001884,428.8,,428.8,54.11,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF BYPASS TO NAYAGARH TOWN FROM KM 235.469 TO 252.482 OF NH-57 INCLUDING LAND ACQUISITI - [N24001860,300.33,,300.33,159.82,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION AND REHABILITATION TO TWO LANE WITH PAVED SHOULDER OF GHAGARIYA- MUNABAO SECTION FROM KM - [N24001869,235.15,,235.15,92.29,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,2LPS OF KOYYURU TO CHAPRATHIPALEM SECTION OF NH 516E - [N24001957,349.29,,349.29,138.22,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING TO 2LPS OF RAMPACHODAVARAM - KOYYURU SECTION OF NH516E FROM KM.43.700 TO KM 113.820 - [N24001954,568.12,,568.12,255.54,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER FROM EXISTING KM.0.000 TO KM.55.610 (DESIGN KM. 0.000 T - [N24002031,840.93,,840.93,337.24,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,NH440 RAYACHOTY TOVEMPALLI 2LPS - [N24001934,439.82,,439.82,193.63,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,4 LANING OF ITANAGAR TO BANDARDEWA SECTION OF NH- 415 FROM KM 40+430 TO KM 51+735 (PACKAGE B) ON EPC - [N24001375,496.47,,496.47,131.33,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING OF EXISTING SINGLE LANE / INTERMEDIATE LANE ROAD TO 2 LANE FROM KM 101 TO KM 125 OF NH 61 I - [N24001465,252.19,,252.19,0.28,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,GUDIWADA TOWN 2 LANE ROB AND ROAD IMPROVEMENT OF NH165 IN REPLACEMENT OF LC NO 3ESPL3 AT KM 231.700 - [N24001955,317.22,,317.22,67.67,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,"CONSTRUCTION OF KAITHI-PADARIA KALA BYPASS, PATNA- TAMOLI BYPASS, JASO BYPASS , NAGOD BYPASS (TOTAL L - [N24002020",158.36,158.0,158.36,29.79,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UP-GRADATION TO 4 LANE ROAD WITH PAVED SHOULDER CONFIGURATION OF SECTION FROM UND - [N24001880,778.18,,778.18,135.78,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF PRATAPGARH BYPASS (EXTENSION) CONNECTING NH-31 TO NH-330 - [N24002016,225.17,,225.17,66.47,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,,0,0.25
ROAD TRANSPORT AND HIGHWAYS,WIDENING OF EXISTING ROAD TO 2 LANE WITH PAVED SHOULDER FROM HUKANJURI TO KHONSA SECTION OF NH- 315A - [N24001376,182.55,,182.55,119.02,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF HAMIRPUR-KARNOHAL SECTION (KM 141.000 TO K - [N24001447,371.93,,371.93,30.75,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING TO FOUR LANE WITH PAVED SHOULDER FROM DESIGN KM.49.200 TO KM.89.285 OF NH-731B ON EPC MODE - [N24002029,917.91,,917.91,423.34,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF PROPOSED 4_LANE REVELGUNJ BYPASS NH-19 IN THE STATE OF BIHAR ON EPC MODE CONNECTING - [N24001879,295.24,,295.24,10.89,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,2LPS FROM KM36.400 TO KM. 107.224 OF NH167BG FROM DUTTALUR TO KAVALI SECTION - [N24001942,423.67,,423.67,159.74,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF NEW 4-LANE BRIDGE (PARALLEL TO EXISTING VIKRAMASHILA SETU)FROM KM 8+920 TO KM 13+375 - [N24001877,1110.23,,1110.23,95.02,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF FOUR LANE ROB AND ITS APPROACHES IN LIEU OF EXISTING LEVEL CROSSING NO. RV-71 AT KM - [N24001864,154.49,,154.49,38.03,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,NH167B FROM KM.143.320 MALAKONDA TO 189.050 SINGARAYAKONDA ON NH 16 TO TWO LANE WITH PAVED SHOULDERS - [N24001950,369.81,,369.81,136.23,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING TO EXISTING 2 LANE WITH PAVED SHOULDER TO 4 LANE WITH PAVED SHOULDER FROM DESIGN KM 153.00 - [N24001947,177.94,,177.94,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING TO 2 LANE WITH PAVED SHOULDERS OF SIDDIPET-ELKATHURTHY SECTION FROM KM 69/978 TO KM 133/6 - [N24002008,578.85,,578.85,172.76,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION FROM KM 51.600 TO KM 75.700 OF NH-321G (NUHKHAS TO ETAH SECTION) TO T - [N24002116,343.54,,343.54,28.4,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION OF TWO LANE PAVED SHOULDER FROM SHAHPURA TO THANAGAZI OF NH-248A ON EPC MODE IN THE STAT - [N24001867,174.34,,174.34,104.08,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF NEW FOUR LANE BYPASS TO PARBHANI CITY (PARWA TO ASOLA) KM 463/265 TO KM 481/180 (DES - [N24001882,496.64,,496.64,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,2LPS OF CHAPRATHIPALEM TO LAMBASINGI SECTION OF NH 516E - [N24001958,311.22,,311.22,100.84,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION OF NH 130A MUNGELI TO PONDI FROM NH KM. 51.600 TO KM. 77.870 KM. 80.970 TO 96.970 TO 2 - [N24001920,218.57,,218.57,79.94,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING TO 4 LANE FROM KM. 133.00 TO 158.04 (DESIGN CHAINAGE KM. 130.88 TO 155.145) (SHIRUR CROSS T - [N24001941,350.69,,350.69,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,"CONSTRUCTION OF MIHONA BYPASS, LAHAR BYPASS, DABOH BYPASS and BHANDER BYPASS (TOTAL LENGTH 20.60 KM) - [N24001962",179.19,,179.19,75.37,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,NH 167 B KADAPA NELLORE BORDER TO CSPURAM I.E. FROM KM 58.635 TO KM 99.409 - [N24001952,285.5,,285.5,85.84,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,,0,0.25
ROAD TRANSPORT AND HIGHWAYS,BALANCE WORK OF CONSTRUCTION OF TWO/FOUR LANE WITH PAVED SHOULDER FROM KM 422.000 TO 523.600 ( CHITR - [N24002011,516.96,,516.96,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,MULAKALACHERUVU TO MADANAPALLE SECTION OF NH42 FROM KM 202.050 TO KM 245.640 EXCLUDING RETAINED STRE - [N24001933,480.1,,480.1,443.87,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,IMPROVEMENT AND UP-GRADATION TO TWO LANE WITH PAVED SHOULDER CONFIGURATION FROM EXISTING KM. 420.00 - [N24002121,509.65,,509.65,109.01,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF MANGALDOI BYPASS (NH-15) STARTING AT CH 26+400 AND TERMINATING AT CH 41+505 UNDER RA - [N24001840,535.03,,535.03,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,"STRENGTHING AND WIDINING OF EXISTING CARRIAGEWAY TO 10 M IN KM, 156/160 TO 229/160 (TEMBHURNI - KUSL - [N24001909",157.72,,157.72,55.38,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UP-GRADATION OF SABALKHED TO ASHTI SECTION FROM KM 37+900 TO KM 55+100 AND CHINCH - [N24001902,213.32,,213.32,20.0,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,DEVELOPMENT/WIDENING OF TALEGAON – CHAKAN – SHIKRAPUR – NHAVARA SECTION OF NH 548DG (NHAVARA TO CHOU - [N24001886,304.68,,304.68,97.09,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 4 LANE ROB WITH APPROACHES IN LIEU OF LC NO. RV-172 AT KM 176.00 OF NH-201 (PRESENT - [N24001865,324.09,,324.09,66.7,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,UKHRUL TOLOI TADUBI PKG-2 - [N24002131,578.98,,578.98,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,4 LANE WITH PAVED SHOULDER AGARTALA BYPASS (WESTERN SIDE) CONNECTING NH-8 - [N24002132,2026.05,,2026.05,,,0,0.0
ROAD TRANSPORT AND HIGHWAYS,WIDENING AND UPGRADATION TO TWO LANES WITH PAVED SHOULDERS ROAD FROM TAMENGLONG TO MAHUR (NH-137) IN - [N24001970,860.37,,860.37,235.45,,0,0.0
